% Real_Part	Imag_Part
0.33276060789507234	0.43151369085298985
0.20322846923034121	0.51422698421721569
0.088002088851875562	0.56945588135873759
-0.013091936371067201	0.59728708384292684
-0.09962009861163057	0.59668017288532771
-0.17201590569667105	0.56876226883576719
-0.2309729701491591	0.51691473274372624
-0.27553757475001039	0.43697588947138211
-0.3064900335875666	0.33328081728730014
-0.32790532023427921	0.221869305785172
-0.34169086912831687	0.10152753304979929
-0.34593924583151081	-0.026357275872877017
-0.33796270181735066	-0.14158365625134264
-0.31828144647806422	-0.2424175767781715
-0.28646197198679496	-0.33041966563004704
-0.23842930477109142	-0.39128416452070386
-0.17062868065073017	-0.42067599518157661
-0.08687496850204858	-0.42310363901197318
0.0058090048798775003	-0.39665966157372484
0.11158491463287079	-0.33674887990215241
0.22594427935762337	-0.24848668635416293
0.32825212649576441	-0.14496501730082359
0.41781484352432346	-0.023929632042480449
0.49558614766238496	0.1117583177636134
0.541798082005291	0.24146385955908714
0.54986132758482253	0.36275934951354422
0.52679871119605515	0.47763892363052463
0.47477777197327153	0.57058300170856457
0.3859953690330542	0.6363894898253859
0.26868815108567723	0.68060728816475191
0.14834637835030451	0.70358320298814803
0.02453654300007959	0.70132896228849406
-0.10178763774591321	0.6785264505958406
-0.20201464731514293	0.64861441054273994
-0.26808124012807805	0.61254655934827673
-0.30787725863350751	0.56988938918559418
-0.31602720577841026	0.53356143329501693
-0.28299390937194269	0.50859138246808089
-0.21857464630106235	0.49021065060936397
-0.14557192825842272	0.47824583458812375
-0.062511828632711611	0.47694531110755417
0.028698218137902277	0.48223410659520383
0.099099889219402729	0.48154049407223337
0.14062993903225829	0.47434426414641501
0.16135161315600041	0.46151243247146168
0.15562930984149423	0.43272751276818811
0.11340564750566821	0.38322091894117238
0.045084813993079106	0.31810804334732162
-0.025230155523050038	0.24181066582057237
-0.098926486088660115	0.15051391748458717
-0.17444354952706762	0.048292771911817425
-0.22065548386997369	-0.047685860954218284
-0.22871872944950516	-0.13646826389443562
-0.20782365219502041	-0.21874804943180498
-0.15372187540332549	-0.2803061608454322
-0.054882090880036684	-0.31550699638618246
0.076817586918977096	-0.33007285936856184
0.21042469915615961	-0.32513087014239739
0.34897380061950656	-0.29617254730838122
0.48934363495565092	-0.24805317852730638
0.591391377397678	-0.19611894086989412
0.64575325888548685	-0.14062993903225829
0.66205315317529245	-0.081586173014398924
0.6289331552034535	-0.033900312060180633
0.5326077160759326	-0.0018207328727974255
0.38712248938288119	0.01872753812020209
0.22360333709259811	0.026010469611391793
0.036414657455948511	0.016039789593691605
-0.1684611415164475	-0.0071962299258183961
-0.34203767538980206	-0.034160416756294554
-0.47625169858458372	-0.064592666201622947
-0.5789930535495813	-0.098839784523288815
-0.62459807693488822	-0.12771140579193369
-0.59815409949663989	-0.14817297521956191
-0.51474719360944354	-0.16317234602879785
-0.39423201774332828	-0.17331642917724063
-0.22724480283819296	-0.17643768553060765
-0.023842930477109142	-0.17461695265781024
0.16768082742810575	-0.17435684796169632
0.34333819887037165	-0.17704459648820681
0.50651054489916947	-0.18146637632214341
0.61887577362038204	-0.19039663755538791
0.66734194866294205	-0.20660983027982213
0.66500100639791682	-0.22741820596893558
0.6119396483906776	-0.24761967070044985
0.49653986488146928	-0.26764773230122152
0.3309398750222749	-0.28715558450976536
0.14938679713476019	-0.29955390835786216
-0.049419892261644408	-0.30198155218825873
-0.26357275872877017	-0.29738636922357947
-0.45301567906507373	-0.28784919703273582
-0.61020561708325149	-0.27050888395847461
-0.74233880270912178	-0.24822658165804901
-0.83120790721471038	-0.23192668736824348
-0.86770926623603017	-0.22273632143888505
-0.86111994726781094	-0.21970176665088934
-0.82097712250089627	-0.23001925293007475
-0.74311911679746345	-0.25923768046020484
-0.63222781468756317	-0.30215495531900133
-0.5110190262984774	-0.35036102566544741
-0.38148688763374627	-0.40853777602959374
-0.2425042783435428	-0.47226342657750364
-0.11245193028658385	-0.5198625859663506
0.0040749735724513805	-0.54986132758482253
0.11089130210990034	-0.56408038430571672
0.20071412383457332	-0.54621986183922766
0.27042218239310334	-0.48856332086730914
0.32313673413885735	-0.39934741010023533
0.35920458533332067	-0.28646197198679496
0.37775872032278013	-0.14245067190505573
0.37992625945706276	0.024883349261564814
0.36952207161250605	0.18389402015253997
0.34611264896225347	0.33466804233324104
0.31030490246390408	0.47668520641144024
0.26816794169344937	0.57803933633049698
0.21892145256254758	0.62962676772642401
0.16369255542102568	0.64046446339783725
0.11097800367527165	0.60517692629171571
0.061298006717513322	0.51240625134441831
0.014565862982379404	0.37411725457718525
-0.020634972558370823	0.21909485569329021
-0.042050259205083394	0.043264081120281683
-0.051760834526669665	-0.14860648304641844
-0.04716565156199045	-0.31403306977487022
-0.024883349261564814	-0.44590615070462664
0.011791412890497613	-0.55090174636927813
0.05626931592597758	-0.60587053881468611
0.11028439115230119	-0.59815409949663989
0.17218930882741365	-0.54041085695935009
0.23053946232230257	-0.44738007731593882
0.28394762659102707	-0.310565007160018
0.33371432511415672	-0.13906931085557478
0.37238322326975914	0.026964186830476158
0.39674636313909611	0.18493443893699565
0.41027180733701984	0.33700898459826634
0.4148669903016991	0.44859389923113713
0.40853777602959374	0.50919829342568002
0.3936251067857291	0.52939975815719431
0.37914594536872104	0.50625044020305554
0.36579390430153991	0.42977965954556369
0.35313547575732923	0.3103916040292754
0.34819348653116478	0.175397266746152
0.35417589454178489	0.023062616388767387
0.36813484656656514	-0.14435810634322443
0.38876981912493597	-0.2928778878242716
0.41859515761266525	-0.41616751378226868
0.45526991976472769	-0.52046949692394973
0.48995054591325005	-0.59026425704785102
0.52289714075434635	-0.6175752501398124
0.55402300272264515	-0.61055242334473669
0.57431116901953072	-0.57821273946123952
0.58176750364146312	-0.51726153900521143
0.5786462472880961	-0.4311668845915046
0.56243305456366188	-0.33934992686329157
0.53087368476850649	-0.24441171278171153
0.48665588642914043	-0.14409800164711054
0.43532855972932727	-0.050460311046100076
0.37585128588461142	0.032426385448868437
0.30952458837556235	0.10846365827950377
0.24571223626228114	0.17652438709597895
0.18536794676385218	0.23591495937532356
0.12779810735730501	0.28767579390199322
0.079678738576230188	0.33267390632970101
0.04343748425102429	0.3730768357927296
0.016646700551290746	0.40723725254902415
0.00043350782685652988	0.43090677989539067
-0.0033813610494809331	0.44477903035479965
0.0033813610494809331	0.4483337945350232
0.015172773939978545	0.43732269573286731
0.033119997971838885	0.40819096976810854
0.056182614360606273	0.3645800823863416
0.076297377526749255	0.31264584472892937
0.092770674947297391	0.24822658165804901
0.10629611914522112	0.17600417770375112
